Date,AAPL US Equity,ADBE US Equity,AEE US Equity,AEP US Equity,AFL US Equity,AIG US Equity,AIZ US Equity,ALL US Equity,AMAT US Equity,AMT US Equity,AON US Equity,APC US Equity,AVB US Equity,AVGO US Equity,AWK US Equity,AXP US Equity,BAC US Equity,BBT US Equity,BHF US Equity,BHGE US Equity,BK US Equity,BLK US Equity,BRK/A US Equity,C US Equity,CB US Equity,CCI US Equity,CME US Equity,CNP US Equity,COF US Equity,COP US Equity,CRM US Equity,CSCO US Equity,CTSH US Equity,CVX US Equity,D US Equity,DLR US Equity,DUK US Equity,ED US Equity,EOG US Equity,EQIX US Equity,EXC US Equity,FB US Equity,FTI US Equity,GOOGL US Equity,GS US Equity,HAL US Equity,HP US Equity,IBM US Equity,INTC US Equity,INTU US Equity,JPM US Equity,KEY US Equity,KMI US Equity,LNC US Equity,MA US Equity,MET US Equity,MMC US Equity,MPC US Equity,MS US Equity,MSFT US Equity,MTB US Equity,NEE US Equity,NI US Equity,NOV US Equity,NVDA US Equity,OKE US Equity,ORCL US Equity,OXY US Equity,PCG US Equity,PEG US Equity,PFG US Equity,PGR US Equity,PLD US Equity,PNC US Equity,PPL US Equity,PRU US Equity,PSA US Equity,PSX US Equity,PXD US Equity,QCOM US Equity,SCHW US Equity,SLB US Equity,SO US Equity,SPG US Equity,SRE US Equity,STI US Equity,TMK US Equity,TRV US Equity,TXN US Equity,UNM US Equity,USB US Equity,V US Equity,VLO US Equity,WEC US Equity,WFC US Equity,WLTW US Equity,WMB US Equity,WY US Equity,XEL US Equity,XOM US Equity
2016-05-16,94.9624,97.23,48.3319,67.0978,69.942,55.6232,87.9728,67.8961,19.9572,106.994,106.891,49.2245,188.996,143.12,75.9872,64.6701,13.9819,34.0986,58.01,46.0619,40.0952,354.323,212530,43.2496,125.993,91.2906,95.651,22.8273,70.1429,44.4257,77.31,27.4356,61.81,103.5805,72.9551,98.2803,81.8554,75.3875,81.0748,350.649,35.3814,118.67,28.85,730.3,156.055,40.4041,60.9076,152.4253,30.9264,104.362,62.5479,11.9833,17.4837,43.668,96.539,39.3856,65.1705,36.3126,26.5086,52.1952,114.801,122.3911,24.6467,32.7126,42.3447,43.6271,40.2867,77.3944,59.5543,46.3601,42.5697,34.0028,48.5672,86.4663,39.2201,76.7634,266.704,79.9192,166.238,52.4006,27.8331,74.5262,51.0677,202.778,105.379,41.375,58.8019,112.858,58.8297,34.4323,41.9532,78.0924,55.7697,61.1776,49.028,124.4141,21.4193,31.3199,42.1015,91.1498
2016-05-17,94.5679,95.93,47.7467,65.6527,69.3542,55.744,86.9156,67.4438,19.7461,105.868,106.428,49.7951,185.663,141.635,74.0977,63.3478,14.0622,34.1901,59.44,46.9856,40.1961,351.292,210695,43.8009,124.756,91.0582,95.047,22.5809,69.6873,44.1233,76.77,27.1101,61.64,103.1046,71.8035,96.3911,80.3497,73.6253,81.959,344.332,34.9942,117.35,29.31,720.19,155.322,41.3996,61.5338,150.9363,30.5091,102.772,62.5479,12.0235,17.9406,43.8097,95.987,39.2858,64.7559,36.761,26.458,51.2284,113.916,120.6784,24.241,33.3011,42.435,43.8462,39.9137,77.2023,58.0932,45.583,42.489,33.7764,47.9713,86.2437,38.7047,76.723,259.93,79.5434,165.567,52.4813,28.0643,75.4125,50.1883,198.802,104.744,41.3952,58.7315,111.028,58.2314,34.7157,40.9771,77.0786,55.8304,59.9063,48.3678,123.9121,22.3764,31.0367,41.204,91.1091
2016-05-18,95.6502,96.7,47.2422,64.4212,69.9217,57.0621,88.5669,67.7051,20.0276,105.054,106.096,48.9943,183.155,144.354,73.4004,64.115,14.7448,35.4105,58.79,46.1322,41.5077,355.995,212200,45.9759,126.325,91.432,97.413,22.0985,71.8641,43.9318,77.87,27.1813,62.02,102.3985,70.3186,94.5221,78.2123,72.4641,80.7935,344.061,34.4948,117.65,28.65,721.78,160.635,40.5046,59.419,150.2633,30.5193,103.326,64.9622,12.6076,17.3009,45.6216,96.017,40.8104,65.2109,37.4438,27.5504,51.5327,117.509,118.9052,23.7846,31.911,43.519,41.8741,39.7827,75.655,57.4482,44.7353,43.8925,33.3236,47.3249,89.4312,37.8761,79.8663,255.481,79.3606,163.397,53.2889,29.4414,73.6903,49.1248,196.788,103.072,43.1174,59.9676,111.912,58.8195,35.7076,41.8828,77.721,57.0329,58.879,49.414,125.7797,21.669,30.8041,40.4276,90.9259
2016-05-19,95.286,95.88,47.777,64.981,69.5164,56.7099,87.7614,67.1824,20.0176,104.271,105.481,49.2746,180.587,143.211,74.1684,63.3277,14.5842,35.6037,58.44,45.4194,41.1949,353.054,211179.98,45.1641,125.55,90.4621,96.396,22.468,71.4085,43.9521,81.09,28.046,62.01,102.1836,71.6015,93.6431,78.6209,73.1669,80.4619,345.066,34.8311,116.81,27.3,715.31,155.372,40.3638,58.9776,147.8054,30.1529,102.038,64.3028,12.4767,17.5243,44.9231,95.083,40.2114,64.8974,36.7916,26.9132,51.0357,116.583,119.2981,23.8556,31.5457,43.7097,43.3454,39.1477,75.6853,57.9823,45.1995,42.7717,33.5088,46.9816,88.9252,38.3005,78.6332,251.435,78.873,162.887,53.2586,29.1097,74.7277,49.769,197.154,103.737,42.9261,59.3747,110.706,58.0286,35.5254,41.7821,77.1689,55.9819,59.4181,49.1398,125.629,22.4076,30.6524,40.8511,91.6993
2016-05-20,96.3178,96.88,47.666,64.9301,69.6481,57.3237,88.3051,67.494,22.7824,104.512,106.096,49.3547,181.725,147.214,74.1785,64.5187,14.5741,35.6749,58.49,45.5098,41.4371,356.519,212833,45.0037,126.456,90.8561,97.07,22.6528,71.8135,44.1751,81.02,28.4529,62.94,102.1222,71.7025,94.714,78.6516,73.5031,81.3059,347.028,34.9228,117.35,27.12,721.71,155.182,41.1381,60.3738,150.1715,30.6821,103.658,64.4245,12.5673,18.0218,45.1357,95.856,40.4837,64.9177,37.3317,27.075,51.34,117.157,120.225,24.1599,32.2966,44.4926,43.8671,39.7222,75.8067,58.073,45.3812,43.6097,33.9411,47.3047,89.2389,38.3611,79.2093,254.032,79.127,164.387,55.0353,29.5922,75.4931,49.7485,198.456,104.392,42.8556,59.9174,112.506,59.3468,35.8898,42.0035,77.9619,56.7196,59.5096,49.5156,126.0809,23.0421,30.7637,40.8108,91.3228
2016-05-23,97.5418,96.62,47.111,64.0651,69.415,57.2533,87.7412,67.2227,23.0237,104.663,105.834,49.2545,181.493,148.588,73.9158,64.1856,14.524,35.5732,58.25,45.068,41.3362,356.408,212210,45.2142,126.586,91.3007,97.251,22.5604,71.53,44.1852,81.73,28.4224,61.74,101.7026,70.8539,95.1888,77.7833,73.0345,81.6576,348.446,34.3725,115.97,27.05,717.25,156.126,41.6912,59.8091,149.6819,30.7635,105.258,64.3738,12.5673,17.6969,44.8017,95.465,40.3294,65.1907,36.2514,27.1357,50.7416,116.593,118.8749,24.0179,32.0226,44.5628,43.481,39.4904,75.7157,58.0529,44.9271,43.5492,33.9513,47.0018,88.8645,37.8457,78.73,253.519,79.0457,162.667,54.692,29.4313,75.5434,49.1759,199.086,103.586,42.7951,59.7365,112.003,59.5496,35.7886,41.923,77.5002,55.6384,58.9807,49.4648,126.4624,22.8341,31.2188,40.3973,91.1804
2016-05-24,99.0287,99.63,47.666,64.7571,70.4791,58.0582,89.2818,67.7855,23.7174,105.808,107.646,50.2957,181.372,151.919,74.7545,65.4776,14.7347,36.1427,58.17,44.1343,42.0525,363.74,215650,45.9659,127.773,92.2404,98.58,22.6117,72.5121,44.0535,82.75,28.9615,62.91,102.5315,71.5005,95.1383,78.6414,73.4827,82.8834,358.627,34.6375,117.7,26.96,733.03,158.275,41.651,60.0863,151.2525,31.6082,107.964,65.4694,12.8392,17.5852,45.5608,96.87,41.0826,66.2625,36.496,27.7223,52.3238,118.576,120.7892,24.4134,31.9516,45.6418,43.5123,40.2161,76.9798,58.99,45.4115,44.5589,34.4659,47.7289,90.0889,38.4622,80.2801,256.055,80.9553,163.017,56.1154,30.3762,76.1578,49.5543,200.998,105.097,43.4196,60.8319,114.064,60.9285,36.578,42.5469,79.6783,56.5476,59.8758,49.9726,127.1352,23.0213,31.4817,40.9015,91.2516
2016-05-25,100.7685,99.61,47.5348,64.5536,70.7831,58.4104,88.3454,67.6247,23.8891,106.682,107.434,52.1477,182.097,154.076,74.0471,65.9217,14.9756,36.9868,58.63,45.7306,42.5873,366.67,216185,47.0484,127.883,92.0282,98.348,22.7041,74.1826,45.5131,83.57,29.4193,62.6,104.1484,71.6621,96.0577,78.6005,73.1262,83.4762,361.66,34.5254,117.89,27.29,738.1,161.951,42.6867,61.9855,154.6996,31.944,105.66,66.4635,13.0507,18.1132,46.401,96.84,41.5454,66.3738,36.3635,28.0965,52.8614,119.784,119.9933,24.2917,33.1489,45.4506,44.9419,40.4479,77.0304,58.8993,44.1904,44.8416,34.2292,47.5572,91.3032,38.4016,81.2694,254.998,81.3921,162.526,56.509,30.7984,78.464,49.6463,199.432,105.349,44.2958,60.7716,114.165,61.2834,36.9626,43.2312,79.3571,55.8018,59.7537,51.293,126.9745,22.1059,31.8053,40.7099,91.852
2016-05-26,101.5676,99.37,48.2613,65.4695,70.1041,58.1086,87.7009,67.8559,23.9598,105.808,107.696,52.338,181.221,153.524,74.7545,65.841,14.7548,36.7427,60.2,45.7507,42.4057,365.673,214600,46.2165,127.079,91.7554,98.097,22.9402,73.4638,45.3408,83.35,29.3989,62.26,103.8721,72.2985,95.7748,79.6322,74.0837,82.6925,367.079,34.8209,119.47,26.74,736.93,159.912,42.8778,62.2319,155.4644,32.0458,107.481,65.9664,12.9248,18.1944,45.824,96.77,40.9102,66.303,35.2119,27.7324,52.6281,119.251,121.5952,24.383,33.0576,45.9336,44.4201,40.2665,76.9697,59.8465,44.6647,44.468,34.2189,47.5774,90.5544,38.9574,80.0252,255.804,81.3007,162.346,56.2668,30.3058,78.4338,50.3314,200.49,105.54,43.893,60.7113,114.225,61.618,36.8007,42.9394,79.2969,55.2604,60.6894,51.3438,127.1251,21.6482,31.603,41.2343,91.3839
2016-05-27,101.507,100.14,48.5438,65.4491,70.4892,58.6821,88.5617,68.0268,24.6766,106.572,109.357,51.5871,181.433,153.805,74.8959,66.1337,14.9355,36.9664,59.97,46.3932,42.6478,367.677,214303,46.6876,127.934,91.7453,99.244,23.1044,74.7496,44.9353,83.77,29.4193,62.46,104.4043,72.3389,95.6334,79.6526,74.0939,81.959,370.587,34.984,119.38,27,747.6,160.876,42.9984,62.2011,155.8724,32.1272,108.547,66.3722,13.0566,18.1233,46.7249,97.573,41.5364,66.667,35.7826,27.8437,53.0642,120.861,121.6155,24.4641,33.0982,46.1851,44.5871,40.3875,77.0101,59.9775,44.9473,44.8416,34.2189,48.0521,91.3133,39.0887,81.1164,256.901,81.9,161.656,56.3273,30.7883,78.2223,50.2701,201.141,106.124,44.3791,61.244,114.808,61.8715,37.3067,43.2212,79.9594,55.7507,60.7505,51.6485,128.4304,22.3451,31.8356,41.2645,91.5976
2016-05-31,101.0113,99.47,49.9968,65.8766,70.3879,58.2394,88.501,67.8559,24.6564,106.29,110.002,51.9175,181.161,154.869,74.8757,66.3759,14.8451,36.9868,59.98,46.7359,42.4359,366.429,211695,46.6775,127.32,91.7554,98.52,23.1249,74.1522,44.388,83.71,29.5515,61.44,103.3604,72.9854,96.4315,79.9079,74.6236,81.748,365.977,34.9228,118.81,27.23,748.85,160.826,42.5945,62.776,156.7902,32.1475,107.31,66.2099,12.9958,18.3568,46.4111,96.288,41.3367,66.8086,35.4972,27.6818,53.7539,120.993,121.8996,24.2004,33.433,47.0102,45.1297,40.5185,76.2921,60.5418,45.1592,44.9931,34.2704,48.0016,90.8074,38.9473,80.8206,255.371,81.6257,160.366,55.9707,30.7381,77.3405,50.5564,201.009,107.907,44.3791,61.9374,114.768,61.4457,37.3675,43.0903,79.2367,55.8836,61.1675,51.5165,128.5408,23.0525,31.8559,41.7183,90.5901
2016-06-01,99.5952,100.04,49.8757,66.0394,70.3372,58.0985,87.549,68.1172,24.6161,105.979,110.072,52.4581,177.676,155.28,76.0277,66.5273,14.9656,37.2919,59.37,46.6855,42.6276,367.174,212360,47.0484,128.044,91.7453,98.64,23.1865,74.132,44.6617,83.45,29.3989,61.13,103.4935,73.1167,96.5729,80.7149,75.0208,81.1351,369.96,35.0655,118.78,26.91,748.46,161.32,42.5642,61.4003,155.5358,32.2188,107.853,66.6359,13.0667,18.235,46.2694,96.8,41.5454,66.9097,37.1381,27.8032,53.6017,120.76,121.9301,24.3728,32.5706,47.1008,45.6723,40.579,76.2921,60.7736,45.4518,44.6397,34.3733,48.2642,90.8074,39.0483,80.3821,258.471,82.1234,159.526,55.8382,30.9692,76.8945,50.6893,201.639,107.565,44.3892,61.7364,115.472,61.9222,37.1954,43.2715,79.5177,56.9563,61.4828,51.8009,128.5911,23.4999,31.6738,41.9099,90.814
2016-06-02,98.8466,100.17,49.5428,65.8257,70.5095,58.1991,86.7591,68.1172,24.7574,107.074,110.163,51.7473,177.807,155.421,75.9872,67.032,15.0462,37.5563,58.73,46.2522,42.5368,365.975,212355,47.0785,128.527,92.7557,98.167,23.1968,74.294,44.986,83.24,29.5821,61.34,102.8795,72.9229,98.1288,80.6332,75.0106,80.8739,371.567,35.3814,118.93,26.59,744.27,160.624,42.544,60.4354,156.5455,32.3205,108.779,66.7577,13.1377,18.235,46.6136,97.272,41.4819,67.1827,37.3827,27.5908,53.2265,121.58,121.585,24.3323,32.4691,47.4328,45.6306,38.9663,76.0595,61.0658,45.2601,44.7507,34.1366,48.4864,91.0806,38.9776,80.2903,259.669,82.1031,159.446,55.9299,30.9994,76.4789,50.4746,200.765,107.514,44.6019,61.8168,115.502,61.6079,37.2966,43.3319,80.2505,56.9256,61.2081,51.9126,129.2738,23.5103,31.6839,41.7486,90.0915
2016-06-03,99.0489,98.7,50.4509,66.9757,70.0433,57.6155,86.0907,68.1071,24.6262,107.486,109.448,51.497,174.645,163.096,77.2604,66.1034,14.5225,36.9868,58.45,46.5948,41.8911,364.212,211615,45.4948,128.276,93.7257,97.433,23.5149,72.4918,44.7833,82.55,29.6329,60.12,103.0125,74.4326,99.4522,81.7976,76.7525,80.0902,368.696,35.626,118.47,26.59,735.86,156.984,43.2711,60.3532,155.9234,32.1781,108.105,65.5708,12.8842,18.2655,44.9737,96.418,40.2023,66.9097,36.1393,26.8424,52.5267,119.768,123.6045,24.809,32.5604,46.7687,45.9436,39.4098,75.6752,62.0231,45.7748,43.62,33.8381,48.9408,89.6235,39.7153,77.6286,261.964,81.3921,159.796,55.991,29.371,76.6613,51.3131,202.89,110.264,43.8828,60.7515,115.251,61.3747,36.1226,42.6375,80.2404,56.3433,62.571,50.9782,127.9987,23.7495,31.4716,42.5452,89.9287
2016-06-06,99.7671,99.12,50.4156,66.8638,70.2764,57.6457,85.7667,68.299,24.404,107.717,110.132,53.3891,171.442,163.377,76.6238,66.5576,14.6232,37.4037,58.68,49.8999,42.7689,366.938,212880,45.8456,127.511,94.0086,97.402,23.6792,73.7574,46.1416,82.83,29.6024,60.35,103.5344,74.2286,100.6949,81.5525,76.4367,81.6576,373.347,35.6871,118.79,27.8,730.06,158.385,45.3311,66.4614,155.7602,32.2391,108.789,66.22,13.016,18.8543,46.0467,97.031,40.647,67.0411,35.966,27.1559,52.8715,121.479,123.5538,24.7786,35.3812,46.5272,47.0601,39.7525,76.2618,61.7712,45.7142,44.272,33.7249,48.7994,90.9996,39.6344,78.8014,259.095,82.032,160.936,55.9401,29.954,80.1685,51.262,202.056,109.831,44.531,61.1837,114.959,62.1453,36.7703,43.1507,80.8427,56.1083,62.154,51.2829,128.1995,24.3217,31.4918,42.4041,90.9158
2016-06-07,100.1717,98.52,50.3545,67.0062,70.2359,57.4143,86.0502,68.1071,24.404,108.39,110.253,55.3331,170.999,165.383,76.7653,66.5072,14.452,37.241,58.34,49.2752,42.4158,363.898,212210,45.6452,127.109,94.9988,96.658,23.7202,73.2511,48.1892,83.14,29.5719,60.73,105.7347,73.9532,103.1095,81.7057,76.0394,85.8274,375.025,35.3814,117.76,28.35,731.09,156.48,46.5328,69.1408,156.3721,32.4427,109.111,65.9969,12.864,18.7426,46.0568,97.071,40.4292,67.3445,37.3521,26.8222,52.8411,119.97,122.9043,24.7887,36.7814,46.6178,47.7488,39.44,77.7383,62.1138,44.9977,44.3433,33.4779,49.4963,90.1598,39.6547,78.3425,257.364,82.6008,165.637,55.8891,29.6525,81.1923,51.2211,202.911,109.489,43.9537,61.244,115.211,62.4191,36.912,42.9293,80.9029,56.8439,61.9404,51.0594,129.7759,24.5193,31.5424,42.3637,92.3099
2016-06-08,100.0807,98.68,50.558,67.3726,70.8337,57.2734,86.1616,68.3596,24.4646,108.079,110.505,55.293,170.818,164.24,77.513,66.8806,14.5325,37.2308,58.14,48.2977,42.4359,365.205,213500,45.6652,127.632,94.9685,96.607,23.8742,72.998,48.1385,83.35,29.6431,61.62,105.4993,74.4122,103.655,82.2369,76.8034,85.7671,377.037,35.7177,118.39,29.06,742.93,155.945,46.7449,69.1511,157.0554,32.4528,108.085,66.1896,12.8741,18.3974,46.2087,98.386,40.4927,67.3243,37.5865,26.8424,52.7802,120.517,124.7411,24.9916,37.5728,46.4669,47.6444,39.5912,77.0506,62.4867,45.1098,44.5877,33.7764,49.8498,90.5645,39.6648,78.3323,253.65,83.6674,167.148,55.991,29.6022,81.912,51.5074,204.884,110.355,44.0449,61.455,115.522,62.9463,36.9727,43.0803,81.9569,55.5668,62.7033,50.7852,129.555,24.1136,31.5323,42.5251,92.3913
2016-06-09,100.7989,98.07,51.7894,68.1461,70.6311,56.7703,86.1211,68.4707,24.6564,109.596,110.595,54.5916,171.462,164.681,78.281,66.3255,14.2908,36.7935,60.39,47.9148,42.0223,362.783,213210,45.1139,127.21,95.403,96.243,24.0076,71.7527,47.2059,82.73,29.6431,60.99,105.2127,75.218,103.8975,83.0029,77.9646,84.9834,377.31,35.8094,118.56,28.27,742.52,154.463,45.9471,69.0279,156.4639,32.5037,108.175,65.6824,12.6105,18.3568,44.8725,97.412,39.7304,67.3748,37.6578,26.3771,52.3542,119.849,125.8168,25.377,36.9226,47.6743,48.5522,39.3594,77.214,63.4641,45.4459,43.946,33.8176,50.789,89.3806,40.0525,76.6394,247.037,82.4078,164.247,56.0318,29.2404,81.0504,52.0085,205.087,110.808,43.5182,60.9425,115.522,63.0072,36.1226,42.8086,81.5654,54.9743,63.3847,49.9117,130.1072,24.2176,31.0215,43.0595,92.2692
2016-06-10,99.9694,97.09,51.8607,68.0341,69.871,55.647,85.8477,68.1374,24.3031,109.315,110.102,53.1086,171.271,161.35,78.3113,65.5785,13.9283,36.5291,59.54,46.2925,41.6086,351.645,212622,44.0014,126.506,95.1099,96.445,23.751,70.9124,45.1178,81.83,29.5312,60.27,104.3634,74.8202,103.3721,82.9825,78.5758,81.949,374.368,35.2591,116.62,27.47,733.19,151.155,44.8161,66.4922,155.3931,32.6055,107.089,64.7593,12.4179,17.7781,43.5667,95.595,39.1043,67.0917,37.0973,25.831,52.2122,119.018,125.6646,25.2553,35.5916,46.487,47.154,39.0469,77.0608,63.5044,45.181,43.2736,33.6117,50.8399,88.0348,40.124,74.9975,243.373,81.3311,159.596,54.8598,28.5971,79.6009,52.2641,203.673,110.073,43.022,60.4802,115.108,62.7739,35.1611,42.2249,80.4813,54.5861,63.5983,49.0991,127.5267,22.9277,31.2462,43.11,91.5671
2016-06-13,98.4623,96.96,51.6571,67.7288,69.2833,55.05,85.2603,67.5516,24.1718,109.456,108.753,53.1887,171.845,160.538,78.473,64.2664,13.6966,36.3766,59.69,45.8491,41.3261,349.233,211450,43.2597,125.188,95.4838,96.476,23.5765,69.8594,44.4792,81.49,29.3379,60.05,104.4862,74.861,102.1598,83.3604,78.6573,81.7782,373.377,35.0553,113.95,26.93,731.88,149.884,44.7151,65.9481,154.2814,32.7378,106.304,64.1811,12.2456,17.6461,43.3542,94.571,38.9318,66.5457,34.6106,25.5478,50.8532,119.16,125.421,25.3161,35.1445,47.0806,46.9349,38.926,76.8565,63.0812,45.344,42.5198,33.2721,50.901,87.3669,39.5729,74.5692,243.735,80.0411,160.726,53.8407,28.2854,78.6987,52.1414,205.168,110.204,42.4245,60.1887,114.288,62.3886,34.736,41.9431,78.6946,52.1239,63.5881,48.7233,125.9805,22.678,30.3474,43.0696,92.1878
2016-06-14,98.5836,96.98,52.2168,68.0138,69.2225,54.6351,85.0274,67.3597,23.9699,108.129,108.2,53.81,171.21,159.514,78.8368,61.642,13.3542,35.98,59.07,45.9599,40.5089,344.368,212070,42.0569,125.078,94.6351,96.03,23.6792,65.2325,44.9252,81.09,29.46,60.6,103.647,75.1466,102.2821,84.1776,79.7064,83.3758,373.367,34.4948,114.94,26.73,733.25,147.424,44.4223,66.5538,154.0571,32.7072,106.867,62.9739,11.8097,17.7578,42.5849,94.491,38.351,66.4344,33.4385,24.8803,50.5388,116.963,126.8316,25.5697,34.6873,47.1712,47.6653,39.1376,76.7237,63.4641,45.3135,42.1938,33.0251,50.2594,85.414,39.7974,73.4066,241.474,80.1427,163.087,53.7082,28.1246,78.5163,52.4891,206.277,110.889,41.2699,60.1284,113.833,62.7638,34.3109,41.4501,78.8653,51.889,64.2696,47.6162,125.4684,22.0331,29.3668,43.4932,92.025
2016-06-15,98.2599,97.02,51.8098,67.4133,69.0705,54.2101,84.6628,66.5314,23.9295,108.28,107.294,53.4893,173.839,159.424,78.6246,61.9953,13.4348,36.1732,59.16,46.3429,40.6198,344.125,210050,42.107,124.947,95.8324,95.382,23.556,65.4451,44.3069,81.99,29.1446,59.63,102.9818,75.1568,102.2617,83.2787,78.7489,82.8332,376.188,34.8413,114.6,26.66,732.19,147.393,44.4122,67.0979,153.6695,32.1679,106.928,62.8624,11.8199,17.9202,42.5241,93.718,38.0516,66.0704,33.836,25.0016,50.3968,117.702,125.6747,25.5393,34.413,47.6542,46.9766,38.7445,76.448,62.8293,45.1301,42.4078,32.6752,50.7992,85.2217,39.6239,73.1924,246.858,80.3865,162.546,54.2993,28.6071,77.898,52.0289,207.701,109.932,41.5332,59.6259,113.085,62.5509,34.2198,41.279,78.4638,52.3998,63.6288,47.5146,124.6451,22.6468,29.3157,43.0358,91.7502
2016-06-16,98.6747,97.19,52.1049,68.0647,69.7292,54.2708,86.3338,67.1375,23.9194,108.744,107.706,53.4092,175.44,159.655,79.5037,62.5101,13.4046,36.163,58.64,46.3026,40.519,344.034,213000,42.2173,126.003,96.5361,96.374,23.6484,65.0503,43.7494,81.64,29.3684,59.71,103.4321,75.371,103.6172,84.3002,79.4009,80.5624,381.606,34.8617,114.39,26.11,724.25,147.867,43.6144,66.2561,154.0571,32.2493,107.139,63.116,11.6881,17.8695,42.4634,94.461,38.3147,66.7479,34.0296,25.3556,51.1067,117.55,126.6997,25.7117,34.3926,47.8454,46.8514,38.9461,76.0394,63.4339,45.4051,42.9171,32.8707,51.2575,84.8676,39.7974,73.1618,247.771,80.6811,152.684,54.442,28.6574,77.381,52.213,209.725,110.194,41.2699,60.249,114.035,62.926,34.1591,41.3192,78.6445,52.9106,64.2187,47.5857,125.3479,23.6871,29.3361,43.5338,92.8289
2016-06-17,96.4291,95.58,52.1761,68.4005,69.7089,54.0583,86.5971,67.087,23.6569,107.987,107.575,54.9724,174.735,157.008,78.9883,62.4394,13.4952,36.3562,,47.1692,40.4181,346.486,211200,42.5781,124.625,96.2914,95.291,23.71,64.9895,44.7529,80.5,29.4498,59.55,103.9438,75.6057,104.0656,84.7598,79.2888,81.2758,378.695,35.3101,113.02,27.05,704.25,146.869,44.5435,67.9808,155.0055,32.3205,106.002,63.1768,11.7793,18.3162,42.6254,93.667,38.2694,66.5962,34.1418,25.5984,50.843,118.674,126.9534,25.6204,35.744,47.0102,47.5505,39.9944,76.5501,63.5044,45.6394,43.131,32.737,50.7788,84.6753,39.8382,73.6207,244.739,79.7364,154.474,54.5744,28.5267,78.5568,52.305,209.399,110.456,41.7864,60.3897,113.135,62.4799,34.1388,41.3695,77.2793,52.8289,64.3814,47.3318,125.8399,24.1152,29.3055,43.5541,92.3201
2016-06-20,96.1964,97.99,52.2576,67.9731,70.7121,54.372,86.8401,67.2385,23.8588,108.472,108.099,54.9623,175.239,157.944,78.4124,62.8835,13.6362,36.3664,,46.2219,40.7813,353.124,212630,42.8988,125.4,96.2914,95.23,23.8331,65.0806,45.3003,81.22,29.2972,61.3,105.0081,75.8505,104.3612,83.7588,78.5961,83.5868,378.017,35.0961,113.37,27.43,706.13,148.997,44.2203,67.3751,156.6577,32.7378,108.004,63.2681,11.759,18.3771,43.1213,94.732,38.587,67.213,35.2526,26.1951,50.7822,118.866,126.0807,25.448,35.7236,47.8554,48.0409,40.0448,77.7247,63.051,45.1912,43.6913,32.7781,50.8093,85.0193,40.4913,74.6609,244.344,80.3052,153.994,54.9209,28.7981,78.6481,52.0903,210.487,110.113,42.1713,61.0229,113.894,62.8753,34.574,41.4802,77.6307,52.7982,64.0153,47.667,126.7837,23.8905,29.6426,43.4525,92.7272
2016-06-21,97.0158,99.72,52.2779,67.9527,71.4924,54.4327,86.9515,67.4708,24.0607,110.512,108.522,55.6237,176.316,156.817,78.9681,62.8734,13.7168,36.6003,,46.9575,40.8015,352.689,215420,43.0191,126.184,97.2705,94.683,24.1205,65.0503,45.4118,81.63,29.2667,61.6,105.6528,75.8403,106.002,83.7588,78.6063,85.315,383.679,35.4222,114.38,27.59,708.88,149.602,45.0585,68.761,157.1064,32.8904,108.558,63.8565,11.7894,19.0777,43.1011,95.495,38.7776,67.4861,35.8743,26.4985,51.9181,119.342,126.1111,25.661,36.2215,47.5636,48.8444,40.3068,78.8073,63.1114,45.0894,44.058,32.9737,50.8908,85.5354,40.4811,75.1811,244.516,80.5998,157.075,54.9108,28.5267,79.5907,52.0494,211.983,111.252,42.2017,61.2339,114.005,62.9058,34.8169,41.6312,77.6206,53.6053,63.9746,47.9717,127.848,23.1947,29.1931,43.544,93.1444
2016-06-22,96.6516,94.01,52.166,67.6779,71.7863,54.3214,87.2452,67.693,24.2021,110.471,108.451,54.5014,176.196,156.143,79.0793,62.5303,13.7067,36.5901,,46.4134,40.9629,352.354,216266,42.7786,126.244,97.1379,95.25,23.8537,64.7263,44.5907,80.62,29.2158,61.72,104.6806,75.269,106.4708,83.5852,78.5961,83.9987,383.821,35.0859,113.91,27.6,710.47,149.39,45.0989,68.7097,155.954,32.8599,107.099,63.613,11.7286,18.7934,43.1821,94.44,38.6142,67.5568,35.9355,26.6907,51.7153,118.796,125.4718,25.6103,36.1097,47.5234,48.4166,40.327,78.746,62.6278,44.906,44.5164,32.9634,50.9519,85.7681,40.1138,75.4972,243.512,80.7928,158.795,55.0738,28.4865,79.3373,51.9982,212.145,110.335,42.2219,61.3947,113.105,62.926,34.9181,41.6111,76.8176,53.9527,63.9543,47.7076,127.0046,22.2207,29.234,43.3712,92.778
