Date,AAPL US Equity,ADBE US Equity,AEE US Equity,AEP US Equity,AFL US Equity,AIG US Equity,AIZ US Equity,ALL US Equity,AMAT US Equity,AMT US Equity,AON US Equity,APC US Equity,AVB US Equity,AVGO US Equity,AWK US Equity,AXP US Equity,BAC US Equity,BBT US Equity,BHF US Equity,BHGE US Equity,BK US Equity,BLK US Equity,BRK/A US Equity,C US Equity,CB US Equity,CCI US Equity,CME US Equity,CNP US Equity,COF US Equity,COP US Equity,CRM US Equity,CSCO US Equity,CTSH US Equity,CVX US Equity,D US Equity,DLR US Equity,DUK US Equity,ED US Equity,EOG US Equity,EQIX US Equity,EXC US Equity,FB US Equity,FTI US Equity,GOOGL US Equity,GS US Equity,HAL US Equity,HP US Equity,IBM US Equity,INTC US Equity,INTU US Equity,JPM US Equity,KEY US Equity,KMI US Equity,LNC US Equity,MA US Equity,MET US Equity,MMC US Equity,MPC US Equity,MS US Equity,MSFT US Equity,MTB US Equity,NEE US Equity,NI US Equity,NOV US Equity,NVDA US Equity,OKE US Equity,ORCL US Equity,OXY US Equity,PCG US Equity,PEG US Equity,PFG US Equity,PGR US Equity,PLD US Equity,PNC US Equity,PPL US Equity,PRU US Equity,PSA US Equity,PSX US Equity,PXD US Equity,QCOM US Equity,SCHW US Equity,SLB US Equity,SO US Equity,SPG US Equity,SRE US Equity,STI US Equity,TMK US Equity,TRV US Equity,TXN US Equity,UNM US Equity,USB US Equity,V US Equity,VLO US Equity,WEC US Equity,WFC US Equity,WLTW US Equity,WMB US Equity,WY US Equity,XEL US Equity,XOM US Equity
2017-08-16,166.589,151.8,62.2257,76.5702,83.8388,65.0426,106.2716,97.0756,45.4101,145.386,142.297,42.7621,199.971,259.568,84.5725,90.1587,24.7167,49.3619,,50.974,54.5383,443.5,267856,69.0416,152.784,110.2208,134.227,31.2915,87.052,45.5871,92.24,34.374,72.2262,114.9662,82.9041,123.0089,92.9834,88.8632,86.146,469.08,40.7377,170,25.89,944.27,230.477,40.2993,47.7404,152.131,37.8184,140.73,96.4133,18.6312,19.5763,73.8041,134.222,50.8891,80.992,54.0726,47.818,76.9561,163.822,156.7079,28.333,30.5934,167.1102,56.22,50.6169,63.8161,72.8884,49.3802,68.3969,51.0533,65.5139,135.4001,41.6041,110.5734,209.233,87.8505,131.724,56.288,41.377,66.2527,52.428,168.643,122.131,59.3764,79.9588,133.941,86.2817,51.3678,54.7587,104.6526,71.019,68.5076,55.5483,153.567,32.7914,33.8671,51.3914,82.516
2017-08-17,163.3908,148.23,61.9837,76.549,82.8118,63.6998,103.8998,95.9956,44.0415,143.903,139.621,41.9477,199.113,252.941,84.303,88.8175,24.1547,48.6661,,49.422,53.4244,436.095,267075,67.9097,150.647,110.5925,133.313,31.0969,85.1514,44.8671,90.88,32.9922,70.5524,113.9763,82.7769,121.9529,92.5094,88.4159,84.524,465.738,40.1715,166.91,25.57,927.66,226.197,39.6536,47.0642,150.2094,37.1425,137.2,94.9057,18.4343,19.2519,71.4698,132.711,49.8278,80.0178,52.6324,46.8618,75.65,158.936,155.2764,28.0492,30.7467,163.3866,55.9423,49.8974,62.9823,72.2807,49.0203,66.0561,50.8437,64.5141,132.4861,41.359,107.8934,207.887,85.5863,131.364,55.1899,40.2902,65.5455,51.9036,167.842,120.909,58.002,78.0296,132.617,83.8646,49.9773,53.5879,103.4776,69.4693,67.9665,54.61,151.5605,32.1936,33.1985,51.1079,81.2272
2017-08-18,163.0182,147.97,62.2994,76.7191,82.8222,63.3589,103.5788,95.5739,45.2467,144.263,139.437,42.4001,197.659,255.42,84.417,88.085,24.1343,48.6239,,49.3768,53.7338,432.575,267377,67.8893,150.121,110.5713,133.345,31.3563,84.6737,44.9819,90.76,32.2801,70.382,114.5789,83.3809,121.2876,93.0588,88.959,85.2438,464.139,40.5882,167.41,25.75,926.18,226.943,39.9611,47.6641,149.1418,36.9735,136.843,94.9999,18.2271,19.4089,70.5672,132.975,49.9021,80.1733,53.0666,47.1736,75.7441,158.481,156.6556,28.1543,31.043,163.4169,56.5755,49.9694,63.2282,72.4483,49.4226,66.0561,50.9695,64.4404,132.2883,41.4655,107.9354,206.374,86.2952,132.045,54.8204,40.1277,65.8471,52.3152,163.977,121.702,58.002,77.7859,132.307,83.6763,49.7386,53.5464,103.8321,69.6845,68.5288,54.4835,151.9597,32.1825,33.0817,51.4544,81.632
2017-08-21,162.718,149.26,62.352,77.2613,83.1334,63.3073,102.9263,95.3682,44.2356,145.582,141.123,42.2795,199.04,255.676,85.0804,88.0025,23.8891,48.3709,,49.0302,53.8267,431.35,268540,67.247,150.007,111.3253,133.228,31.6482,84.5595,44.3454,91.76,32.6096,69.8295,113.8256,83.4339,122.9561,93.2743,89.1933,84.8383,466.501,40.5561,167.78,25.43,920.87,225.553,39.7049,47.1733,149.8144,36.8784,138.679,94.8848,18.0406,19.4089,69.5817,133.786,49.5412,80.2769,52.3676,46.4357,75.3888,157.511,157.199,28.1438,30.951,161.039,56.6199,50.2571,62.8968,72.6684,49.6026,65.8462,51.0323,65.3455,131.7575,41.4869,107.0143,210.663,86.6549,128.032,54.8837,39.884,65.5143,52.3044,165.044,123.634,57.6403,77.6945,131.852,83.5926,49.1159,53.536,104.5513,69.6307,68.688,54.6311,152.4614,32.1161,33.4107,51.6749,81.355
2017-08-22,165.3781,152.25,63.0359,77.4101,83.6131,63.235,103.4649,96.4481,45.5021,146.417,142.552,42.5007,197.753,261.381,85.1944,88.0025,24.3489,48.6345,,49.2563,54.3114,437.58,270960,68.1647,149.987,112.2917,134.387,31.8968,84.5802,45.0654,92.95,33.2367,70.4624,114.4497,83.6776,124.2126,93.242,89.385,85.3958,472.717,40.8446,169.64,25.31,940.4,228.403,39.6229,47.8277,150.5403,36.5933,140.965,95.8584,18.2582,19.66,70.3805,135.672,50.0613,80.9713,52.6006,47.3607,76.4442,158.657,157.6065,28.3119,30.8591,164.621,58.7528,50.6271,63.2388,73.0037,49.7614,65.9931,51.242,64.935,132.7046,41.5934,107.8825,211.946,87.0041,128.152,55.2744,40.3918,65.8783,51.9361,163.603,123.509,58.405,78.6185,132.183,84.4924,49.6452,53.8158,105.4123,70.5778,68.8047,55.0528,153.0346,32.6586,33.3046,51.5909,81.7385
2017-08-23,165.5851,151.1,63.3937,77.9417,83.4984,62.7702,103.6306,95.8413,45.0619,147.19,141.174,43.2145,198.485,263.153,84.7902,87.9819,24.2773,48.6556,,49.7836,54.4248,434.153,270430,68.5521,148.882,112.674,133.94,32.1346,84.4245,45.5871,93.07,32.8647,70.3318,114.7187,83.9425,124.7512,93.5975,89.7364,86.2778,478.426,40.9407,168.71,25.61,942.58,227.545,40.0021,48.5585,151.7467,36.6039,138.282,95.9736,18.3203,19.8902,70.2456,134.932,49.9339,79.966,53.1301,47.5997,75.9844,158.254,157.3792,28.4065,31.0328,167.9125,59.2526,50.4319,63.7092,73.2447,50.0155,66.0981,51.1791,66.1032,132.7254,42.1048,107.0355,215.973,87.1416,129.803,55.1477,40.3816,65.7119,52.0336,168.237,123.874,58.2087,78.4865,131.552,84.6389,49.749,53.6811,104.5108,70.7177,69.0169,54.8525,151.9086,32.6475,33.2834,51.843,81.6
2017-08-24,164.8502,150.81,63.4042,78.0268,83.8426,62.2124,102.2738,94.1545,44.7548,148.179,140.724,42.8827,198.025,261.238,84.6554,88.0644,24.3591,48.6556,,49.4521,54.4455,431.942,268565.1,69.0212,147.355,113.3536,133.908,32.0373,84.5699,45.1802,94.15,33.2048,70.1309,115.6119,84.1862,124.54,93.479,89.7045,85.781,480.218,40.9621,167.74,25.17,936.89,227.801,39.7561,48.1985,152.6008,36.6567,138.088,95.8166,18.2789,19.932,70.5465,134.82,50.5176,79.6758,54.1467,47.8076,75.9531,157.862,157.0321,28.3119,30.7365,167.2947,59.3971,50.5552,63.2068,73.1189,49.9943,66.2031,50.5817,65.5349,132.8711,42.0835,107.6601,215.184,88.7393,128.502,55.4222,40.2598,65.3895,52.0119,167.265,124.334,58.1053,78.2834,129.907,85.0156,50.2056,53.7226,104.5513,72.5795,68.8789,54.9896,151.8778,32.6254,33.3046,51.8219,81.3018
2017-08-25,165.4609,151.45,63.5199,78.2182,84.3849,62.7805,102.555,94.6482,44.3351,148.632,141,42.5911,197.659,251.548,84.956,88.1779,24.2876,48.6556,,50.1151,54.3011,432.388,269761,69.1843,148.253,113.6191,135.163,32.1346,84.6322,45.4723,94.1,33.4174,70.0907,116.462,84.8538,124.7512,93.9745,89.9707,85.6695,482.974,40.9194,166.32,25.76,930.5,227.269,39.9816,48.842,153.4548,36.6144,140.149,96.2039,18.3255,20.0576,70.7332,134.607,50.9315,79.7587,54.7715,47.7452,76.0889,158.864,157.863,28.4906,31.1861,165.8971,59.6081,50.6066,63.303,73.4333,50.0684,66.476,50.7284,65.8612,133.0897,42.1794,108.8565,214.343,88.2632,129.293,54.9365,40.3816,66.4294,52.326,169.806,124.292,58.2913,78.8926,130.838,84.7331,50.382,53.9505,104.683,72.827,69.0699,54.5784,152.4102,32.5368,33.6442,51.843,81.7172
2017-08-28,167.1273,151.79,63.7304,78.7816,84.2702,62.6565,99.3791,93.239,44.6627,150.219,141.337,41.4952,196.969,249.151,84.9975,88.116,24.2365,48.645,,50.1,53.9092,430.28,268035,69.1435,146.343,113.6828,134.982,32.3508,83.6559,44.9193,93.66,33.5237,70.2715,115.9562,84.9173,124.1493,94.1792,90.0879,84.5443,479.576,40.8873,167.24,25.5,928.13,225.104,39.7561,47.435,152.1417,36.5933,140.71,95.9003,18.1172,19.8902,70.4428,135.723,50.4858,80.2562,55.6187,47.2671,76.0993,157.004,158.6833,28.4696,31.0021,167.0719,58.8194,50.6066,63.2068,73.6743,50.079,66.4655,49.586,65.7033,132.7462,42.1154,108.7083,214.795,88.5065,128.552,55.3061,40.1582,65.9823,52.3694,167.447,124.48,57.63,78.3951,127.486,84.5029,50.0914,53.8365,105.1185,73.6342,69.367,54.4308,151.5093,32.2932,33.7185,52.0215,81.4509
2017-08-29,168.6177,152.14,63.5725,78.6115,85.2193,62.1917,98.4211,93.7945,45.0619,150.333,140.847,40.9321,195.871,247.595,84.3341,88.1263,24.0934,48.5712,,50.8534,53.7235,430.062,268090,68.807,146.457,113.651,134.397,32.3075,82.8147,44.7106,93.83,33.4599,69.9601,116.0638,85.0233,123.9381,94.2654,89.9068,84.2909,483.026,40.8339,168.05,25.61,935.75,225.471,39.6844,47.0424,152.8143,36.6778,140.822,95.3768,17.9713,19.9006,69.675,135.712,49.5943,79.8002,54.4644,47.132,76.3292,155.073,158.5151,28.354,31.0226,166.7984,59.1193,50.8224,63.1533,73.6219,49.8779,65.7727,49.9214,65.4402,131.4141,41.9556,107.2684,216.13,88.3478,128.052,55.3061,39.7926,66.0343,52.1852,166.827,124.031,57.3717,77.989,127.258,84.7854,49.7386,53.3599,105.1084,73.0961,69.2397,54.2094,151.3762,32.2932,33.4532,51.9795,81.4296
2017-08-30,169.0731,153.67,63.4463,78.4095,85.5843,62.1814,98.6918,93.0199,46.5462,152.012,141.102,40.7411,195.494,251.989,83.8054,88.4049,24.5123,48.8137,,50.4918,54.002,432.212,270420,69.3475,145.703,113.9165,134.057,32.0589,83.1782,45.2949,94.86,34.002,69.9802,115.9239,84.3187,124.6667,94.0284,89.5447,84.818,482.435,40.4279,169.92,25.42,943.63,227.993,39.6331,46.5188,152.1951,36.8468,142.822,95.5967,18.0026,19.953,70.3183,135.672,49.9445,80.2251,55.4175,47.4542,77.3323,154.98,158.4099,28.2804,31.1145,167.7909,59.9969,51.1821,63.2495,73.4647,49.5814,66.1611,48.8104,65.7349,130.9145,41.7426,108.1366,216.519,88.4536,128.892,55.637,40.1887,65.9199,52.2177,167.65,122.956,57.7568,78.121,126.017,86.1247,49.9669,53.4532,105.0679,73.6234,69.0805,54.1462,151.2739,32.249,33.6973,51.9585,81.0568
2017-08-31,169.7459,155.16,63.1201,78.282,86.0954,62.4706,98.5981,93.464,46.1879,152.558,142.134,41.1533,196.341,258.185,83.8573,88.8279,24.5329,48.5923,,51.0794,53.9195,437.726,271450,69.3679,145.972,115.159,133.781,32.0157,82.6797,45.5558,95.49,34.2358,71.0851,115.8056,84.2652,124.9624,94.05,89.7471,86.1561,485.274,40.46,171.97,25.83,955.24,229.346,39.9406,46.1807,152.6969,37.0369,144.332,95.157,17.9296,20.225,70.4013,135.165,49.7004,80.9195,55.5446,47.2879,78.1264,153.495,158.2942,28.2384,31.3393,171.5988,60.1635,51.7268,63.8161,73.7477,49.592,66.1188,48.716,66.6821,130.5191,41.8065,108.073,215.888,88.6758,129.743,55.7971,40.5238,66.0447,52.2719,167.468,123.143,57.3508,78.1514,125.365,86.6584,49.998,53.1009,104.8552,73.2898,69.1972,53.8404,151.9905,32.9132,34.61,51.9795,81.3018
2017-09-01,169.7977,155.06,62.9202,78.1863,86.4604,62.6979,98.5044,92.7204,46.1675,150.209,141.827,41.7164,196.624,258.861,83.7847,88.8691,24.7383,48.8032,,51.6822,53.971,440.62,271061.8,69.9287,145.012,113.6404,134.259,32.0265,83.4067,46.161,96.01,34.3315,71.1454,117.0323,83.7945,124.2971,93.8237,89.4489,86.8252,482.736,40.1074,172.02,26.32,951.99,231.54,40.0533,46.9224,153.8178,37.058,144.792,96.005,18.0859,20.2564,71.5217,135.104,50.7299,80.7018,57.4826,48.005,77.2592,154.679,157.9261,28.2279,31.3496,172.6318,60.6856,52.0249,63.8695,73.2132,49.2532,66.9542,47.8566,67.1241,131.7992,41.668,109.2059,216.456,89.3318,130.734,55.5623,40.7879,66.3983,52.2719,168.899,123.154,57.7464,78.7099,124.041,86.3654,50.4339,53.5464,105.2401,74.4736,69.1017,53.735,151.6117,33.2785,34.0369,51.8325,81.5574
2017-09-05,167.7586,154.28,62.9833,78.771,85.0211,61.6133,94.1935,89.3226,45.5328,151.415,143.349,41.7063,195.243,255.092,83.7743,88.0128,23.9373,47.8438,,52.6917,52.8056,432.126,265744,68.4808,141.255,113.6616,133.419,32.0157,81.693,46.3175,96.18,33.6087,70.8541,117.764,83.6447,125.8494,94.1685,89.8536,87.0482,480.177,40.1715,170.72,26.57,941.48,223.237,41.0109,47.7404,152.7075,36.984,144.424,93.7122,17.4921,20.2459,69.3534,134.516,50.2098,80.9298,54.8457,46.6747,76.9144,150.994,158.0313,28.2384,32.0137,168.0239,60.93,52.3435,64.9064,73.1818,49.0944,65.3785,46.232,66.8399,128.8331,41.7319,106.6544,217.276,88.0727,131.224,53.4059,39.3762,68.2325,53.2467,167.5,122.841,56.0394,77.0346,119.416,85.6434,49.3754,52.7072,104.3386,73.0853,69.558,52.8178,150.9667,33.3782,34.281,52.137,82.2071
2017-09-06,167.5827,153.76,62.573,77.9311,85.188,61.4274,94.8287,90.3657,45.7887,150.518,143.227,42.5811,194.04,255.43,83.8054,87.9303,24.04,47.5169,,52.3451,52.8778,430.601,265420,68.6439,142.142,112.5784,136.567,31.8211,82.5343,47.0166,95.82,33.8744,71.2458,120.2927,83.4308,126.3879,93.716,89.5128,89.0553,480.208,40.1181,172.09,26.24,942.02,224.313,42.2259,50.5545,153.5402,37.7655,144.016,94.3404,17.6171,20.225,69.675,134.749,50.8891,81.8418,55.4599,46.841,76.6949,150.692,155.9173,28.1543,32.5247,167.9226,62.5852,52.4257,65.8684,73.0142,48.5968,64.818,47.1019,66.4505,128.5937,41.6786,106.485,218.569,88.1997,133.175,53.8543,39.5387,68.8823,53.3767,169.475,122.381,56.0185,77.2173,121.796,85.8736,49.5726,52.7486,104.5108,73.3006,69.5792,52.5859,151.1203,33.3339,35.2681,52.0425,83.9114
2017-09-07,166.9099,155.47,63.0044,78.4946,84.0095,60.1879,91.3613,89.2813,46.2903,151.466,141.572,42.4001,194.522,252.531,84.4792,87.0843,23.5881,46.0304,,52.3602,51.8568,432.753,260500,67.3591,139.221,113.6191,134.419,32.3832,81.2465,47.0687,96.73,33.7575,71.738,120.3035,83.7089,128.2253,94.093,90.2476,89.8156,481.555,40.6309,173.21,26.33,949.89,221.248,42.5348,50.2163,152.5581,37.5332,143.873,92.6862,17.1587,20.0262,67.6624,138.44,49.6792,81.7071,55.7352,45.8017,77.6771,147.9,157.2214,28.3645,32.5757,168.7024,62.7296,53.1657,66.125,73.6743,49.2003,63.3691,45.8337,67.0504,125.6276,42.1421,104.4417,225.288,88.9192,131.874,53.7796,38.7058,69.0395,54.1024,171.685,124.229,54.4365,75.8263,119.903,85.8004,48.182,51.6607,105.9086,74.1077,70.1521,52.375,151.366,33.3339,35.5122,52.389,84.1776
2017-09-08,164.1878,155.34,63.2253,78.8773,84.6665,61.7476,94.5163,92.5448,45.3997,149.405,145.688,41.1433,195.327,250.032,84.956,86.9192,23.506,46.3572,,51.863,52.0115,434.529,263600,67.4713,145.383,113.0881,136.877,32.4372,81.2257,46.401,96.43,33.4599,71.4166,119.2059,84.768,127.3805,94.5671,91.089,87.9707,478.633,40.7805,170.95,25.5,941.41,222.653,41.4846,49.6055,152.0777,37.1636,144.445,92.571,17.315,20.0262,68.2641,139.14,50.0294,84.9302,56.5718,45.7394,77.301,149.561,155.9278,28.4906,32.4429,165.7756,62.4519,53.0115,65.2164,74.0201,49.6384,64.1623,47.5946,67.324,126.4602,42.5618,104.7169,229.525,89.6175,128.592,52.9896,39.2848,67.9809,54.3731,170.362,124.428,54.5093,77.2376,124.67,85.1516,48.8876,51.785,105.7769,74.8395,70.7038,52.2696,155.4404,33.1997,35.9728,52.746,83.954
2017-09-11,167.1583,156.87,64.0881,79.2601,86.0119,62.7702,97.1924,94.2179,46.6588,150.631,145.708,41.2438,197.199,253.75,85.9511,88.4049,23.9886,47.1057,,53.4601,53.146,442.98,266870,69.0416,150.575,113.5554,137.69,32.9128,82.1085,46.8809,97.71,34.2145,72.5014,121.0783,85.4954,133.0933,95.1704,91.6428,89.1364,491.5,41.101,173.51,25.77,943.29,226.599,41.8346,51.3289,154.6505,37.7761,145.547,94.0053,17.7421,20.3401,69.6958,143.976,50.507,84.1529,56.9213,46.9346,78.116,152.104,159.2302,28.6167,32.964,171.1532,62.7851,53.9468,65.4004,74.9841,49.9483,65.4419,48.6531,68.5449,128.8122,42.8631,106.8555,224.362,90.1359,129.783,53.9824,39.9246,68.9347,54.8172,171.173,125.368,55.7583,78.0194,127.585,86.0306,49.8527,52.7175,107.5191,75.1301,71.1282,53.4082,155.123,33.8259,35.705,53.0401,84.412
2017-09-12,166.4959,156.31,63.0149,77.7291,85.772,63.2143,97.9213,94.8788,46.7305,149.24,145.943,42.0381,193.099,253.136,84.7383,89.2921,24.5945,47.2217,,54.1834,53.6204,447.713,267911,70.1428,151.742,112.7908,139.037,32.4048,82.6381,46.8809,96.85,34.4484,73.1643,121.046,83.634,131.7628,94.0284,89.6832,89.6839,485.243,40.4706,172.96,25.95,946.65,231.612,42.4833,52.4087,155.6114,38.1141,145.281,95.157,18.1901,20.2564,71.2312,144.412,51.4728,84.7333,56.9425,47.5477,78.0324,154.7,156.8428,28.1543,34.1085,171.771,62.3075,54.2345,65.801,73.5171,48.9865,66.0659,48.8208,68.0502,131.591,42.0452,108.1789,220.346,90.7073,130.013,54.3347,40.4629,69.6265,53.6799,168.215,123.572,56.872,78.9739,127.502,86.7316,50.3612,53.4324,107.5799,75.5606,69.6322,54.3676,156.2286,33.7812,35.6086,52.011,84.6783
2017-09-13,165.2435,156.24,62.4213,77.1762,85.5635,62.7392,97.6402,93.9184,47.2116,148.076,146.046,43.4173,192.273,252.214,84.3341,89.385,24.9847,47.1374,,54.3793,53.2078,444.527,268450,70.7546,149.202,111.4527,139.903,32.3616,83.3028,47.5383,95.61,34.2039,72.5918,122.8645,83.5163,128.3415,93.479,89.204,92.3499,475.39,40.3852,173.05,26.41,950.44,232.237,43.0393,53.7612,155.8569,38.3675,144.955,95.4292,18.6068,20.3401,71.8329,142.06,51.632,84.7229,56.3495,48.0362,78.5862,156.236,155.8437,28.0387,34.5785,172.5407,62.7407,54.2654,66.6346,72.8779,48.6018,65.8332,48.3597,67.3661,132.4861,41.7762,108.3695,221.578,91.3633,135.607,54.4521,40.4223,70.14,53.5283,171.29,123.342,57.5174,78.3444,126.492,86.5328,50.299,53.9194,107.195,76.4108,69.1124,54.2516,156.505,34.016,35.4586,51.6224,84.9658
2017-09-14,163.8255,154.95,63.1315,77.5058,85.6365,62.1091,97.1091,93.464,48.1636,147.2,145.177,43.8199,192.158,252.941,85.2773,88.9207,24.8923,46.4626,,54.8162,52.7334,444.704,268322,70.6017,147.386,112.3129,141.239,32.5777,81.7346,47.82,95.3,34.2145,72.0594,123.1551,84.6931,128.6794,94.2654,90.0027,93.0393,471.288,40.7057,170.96,26.7,940.13,232.534,43.4306,54.2956,155.3765,38.5259,144.975,95.2407,18.6276,20.2355,71.7707,143.449,51.3136,84.1529,55.4281,48.2441,78.1264,155.634,157.2846,28.2909,34.742,171.5583,63.185,54.2551,66.6671,73.4438,48.9438,65.5794,48.2863,68.7133,132.3716,42.099,107.9566,225.632,91.2469,137.028,54.9538,40.6152,70.9576,54.5898,174.835,124.355,56.9761,78.1108,124.879,87.1501,49.8735,53.505,107.4482,75.27,69.8232,54.0724,156.0341,34.0048,35.4158,51.9375,85.3067
2017-09-15,165.4816,154.49,63.3965,77.644,86.3665,61.9118,97.7235,93.8564,48.2557,149.426,146.372,43.8401,192.2,256.628,85.7023,89.7461,25.0361,46.5364,,55.5997,53.1769,447.869,270200,70.3977,148.129,113.0309,140.352,32.7183,83.1263,48.5295,94.63,34.4803,72.1398,123.3487,85.0461,125.1253,94.05,89.9281,94.499,471.702,40.1822,171.64,27.06,935.29,230.863,43.5644,54.7428,154.6078,39.0751,145.026,95.9213,18.6693,20.2564,72.2168,143.561,51.5152,84.2773,56.0847,48.4311,78.6907,155.707,157.8525,28.3645,35.2537,182.4048,62.4297,50.0927,66.4181,73.6429,48.9652,66.1082,48.2339,69.0816,133.4123,42.3035,108.8141,227.32,92.7599,137.028,55.7117,40.8387,70.4754,54.8497,175.924,124.564,57.0698,78.4053,125.649,88.772,50.2575,53.6811,106.6581,76.5507,70.0991,54.4625,156.7712,33.8818,35.3408,51.9163,85.2854
2017-09-18,164.2292,155.77,62.8029,76.836,86.7211,61.673,97.6714,93.4433,49.1873,149.179,147.128,44.0515,191.572,256.926,85.2462,90.6539,25.3647,46.6419,,56.2929,53.3213,448.622,272480,71.9884,148.191,111.97,140.362,32.4048,83.3444,49.1347,95.74,34.5653,72.3608,123.9513,84.0298,124.6039,92.7141,89.0016,94.3267,466.356,39.9578,170.01,27.25,929.75,233.231,43.8836,54.721,154.3196,39.0751,146.73,97.2823,18.8464,20.2878,73.3165,143.378,51.8973,84.412,56.7413,49.1794,78.5339,157.451,155.9699,27.8916,35.5811,189.9396,62.3186,49.6713,66.9053,72.9827,48.7301,66.013,48.5379,68.9015,134.9838,42.0883,109.4494,229.125,93.4371,137.098,55.7757,41.2856,71.1357,54.2323,172.454,122.862,57.8296,78.72,125.67,90.1322,50.8178,54.2717,106.1821,77.7023,69.4731,55.5694,155.7065,34.1949,35.7479,51.4297,85.3067
2017-09-19,164.2913,156.6,62.8029,76.5277,87.2322,61.7768,96.8071,94.1249,49.4022,145.273,147.527,44.0515,190.056,256.864,85.3292,91.8197,25.529,47.0741,,56.3381,53.6719,451.703,274850,72.5492,148.088,109.4732,140.908,32.394,84.0817,49.6147,95.35,34.5334,72.8228,125.1888,83.7945,124.7742,92.6279,88.8312,94.4078,469.35,39.8296,172.52,27.61,936.86,234.646,44.0793,53.5103,154.1488,39.318,148.302,98.3502,18.8777,20.4656,74.1879,144.483,52.5022,84.7436,57.3979,49.5432,78.8265,158.53,155.5703,27.7444,36.0007,189.737,62.3297,49.3733,66.9702,72.595,48.7194,66.5206,49.9214,68.6048,136.6282,42.2067,110.434,228.987,94.2624,137.188,55.8291,41.6817,71.1567,54.0157,170.543,122.778,58.3188,79.0856,125.524,90.8333,51.1188,55.0799,106.7695,78.2511,68.9638,56.2547,155.4404,34.1055,35.6514,51.2393,85.4452
2017-09-20,161.5381,149.96,62.2623,76.2087,87.5242,62.431,97.1299,94.3728,48.3991,144.675,149.099,45.1085,189.094,249.819,85.4121,91.2317,25.7344,47.2955,,56.5038,54.0432,453.458,275630,72.8653,148.511,109.1303,143.035,32.1022,84.9541,50.4286,95.21,34.6503,72.7826,125.2211,83.0349,122.3162,91.7876,87.9686,95.4722,465.414,39.4343,172.17,27.6,947.54,235.548,44.903,55.1354,155.7395,39.149,147.924,99.0412,18.9089,20.6854,74.9142,144.23,53.2027,85.5935,57.6414,49.7718,78.3041,160.451,154.3292,27.5237,36.3384,188.2078,62.3075,49.3013,67.6523,72.354,48.3347,66.7533,49.9947,68.4671,138.4183,41.7977,111.3444,227.278,94.2412,141.371,55.4875,42.2606,70.8737,53.5608,170.725,121.734,58.985,79.8268,126.909,89.8079,51.5546,55.4529,106.3239,78.7569,68.4333,56.6658,156.0239,33.9824,35.78,50.9114,85.7966
2017-09-21,158.7642,149.3,62.3365,75.9642,87.2217,62.8256,97.4631,93.6395,48.266,143.645,148.037,48.813,188.058,247.217,84.7798,91.2214,25.8371,47.6962,,55.1176,54.0639,452.999,274600,73.1712,147.551,108.8731,143.035,31.8752,84.7256,50.8042,94.86,34.7566,72.18,125.3287,82.6926,123.6782,91.7445,87.7875,95.1782,462.648,39.6907,171.11,27.21,947.55,237.085,44.7691,55.0046,155.0776,39.2863,147.434,99.4913,19.0131,20.2145,75.0386,143.703,53.5423,85.3344,57.5779,50.1564,77.5413,160.305,154.3713,27.4502,36.0212,183.0631,61.1633,49.3013,67.9337,72.4902,49.3926,66.5524,49.9738,68.1916,138.7825,41.7654,110.9316,228.085,94.3153,142.112,55.5409,42.7379,71.3663,53.3658,170.383,121.893,59.3389,79.8572,126.471,90.0381,51.9178,55.6808,106.6683,78.9507,68.1893,56.9927,154.9592,33.5352,35.8014,50.7845,85.0937
2017-09-22,157.2116,148.5,62.0185,75.0286,87.5451,63.0437,98.3482,93.495,48.9007,141.976,149.14,49.1552,186.709,246.045,85.0286,91.2007,25.6933,47.6751,,55.2532,54.0123,454.942,273139,72.8041,147.179,107.8015,143.431,31.5617,85.0995,51.2111,94.94,35.4688,72.3809,126.2111,82.4145,121.848,90.7641,86.8929,95.8473,457.561,39.6587,170.54,26.83,943.26,236.819,45.562,55.6372,154.9388,39.2652,149.302,99.282,19.086,20.1622,75.6092,143.875,53.6378,85.7282,57.9591,50.1148,77.7503,159.683,153.9296,26.9983,36.3691,181.2806,60.7634,49.4966,68.1394,72.1968,49.3606,66.7533,50.2882,67.4711,138.8658,41.3995,111.1645,226.853,95.1088,144.113,55.605,43.2051,72.1105,52.8784,169.561,121.925,59.5574,79.8471,127.044,92.3609,52.0112,55.6083,106.9215,79.9515,67.4891,57.193,156.331,33.5463,35.9728,50.1498,85.1256
2017-09-25,155.8247,144.57,62.9407,75.5283,87.8788,63.3552,98.8584,94.0217,47.4266,141.574,148.323,50.2626,187.535,242.209,85.495,91.0047,25.4263,47.791,,56.5339,53.837,457.177,273660,72.2331,147.819,107.2979,143.569,32.0589,85.6603,52.1502,92.47,35.8408,72.0092,126.9643,83.4629,121.5394,91.7229,87.5852,97.6111,452.951,40.1715,162.87,27.02,934.28,236.03,46.015,57.7422,155.7288,39.2441,147.689,98.5386,19.034,20.6017,75.4951,140.509,53.9668,85.894,58.8063,49.6159,76.5486,160.606,154.4134,27.2295,36.6966,173.1787,61.6521,49.3013,69.9149,72.6055,49.6918,67.0283,50.3092,67.8314,138.9595,41.5825,111.5456,227.384,96.2938,146.765,55.1032,43.1645,73.0014,53.1059,171.344,122.913,59.8176,80.1314,127.7,91.5553,52.2914,55.5461,104.3487,80.8448,68.1575,56.961,157.1602,34.2061,36.2192,50.4566,86.2547
